isced11;Country;Year;value
ED3_4;RS1;2018;56.5
ED3_4;RS1;2019;56.4
ED3_4;RS11;2005;-1
ED3_4;RS11;2006;-1
ED3_4;RS11;2007;-1
ED3_4;RS11;2008;-1
ED3_4;RS11;2009;-1
ED3_4;RS11;2010;-1
ED3_4;RS11;2011;-1
ED3_4;RS11;2012;-1
ED3_4;RS11;2013;57.2
ED3_4;RS11;2014;56.5
ED3_4;RS11;2015;56.1
ED3_4;RS11;2016;57
ED3_4;RS11;2017;55.4
ED3_4;RS11;2018;55.2
ED3_4;RS11;2019;53.9
ED3_4;RS12;2005;-1
ED3_4;RS12;2006;-1
ED3_4;RS12;2007;-1
ED3_4;RS12;2008;-1
ED3_4;RS12;2009;-1
ED3_4;RS12;2010;-1
ED3_4;RS12;2011;-1
ED3_4;RS12;2012;-1
ED3_4;RS12;2013;57.2
ED3_4;RS12;2014;58.2
ED3_4;RS12;2015;58.8
ED3_4;RS12;2016;58.2
ED3_4;RS12;2017;58.7
ED3_4;RS12;2018;57.6
ED3_4;RS12;2019;58.7
ED3_4;RS2;2005;-1
ED3_4;RS2;2006;-1
ED3_4;RS2;2007;-1
ED3_4;RS2;2008;-1
ED3_4;RS2;2009;-1
ED3_4;RS2;2010;-1
ED3_4;RS2;2011;-1
ED3_4;RS2;2012;-1
ED3_4;RS2;2013;55.5
ED3_4;RS2;2014;57.9
ED3_4;RS2;2015;57.8
ED3_4;RS2;2016;57
ED3_4;RS2;2017;57.3
ED3_4;RS2;2018;57.7
ED3_4;RS2;2019;58.2
ED3_4;RS21;2005;-1
ED3_4;RS21;2006;-1
ED3_4;RS21;2007;-1
ED3_4;RS21;2008;-1
ED3_4;RS21;2009;-1
ED3_4;RS21;2010;-1
ED3_4;RS21;2011;-1
ED3_4;RS21;2012;-1
ED3_4;RS21;2013;56.3
ED3_4;RS21;2014;57.8
ED3_4;RS21;2015;58
ED3_4;RS21;2016;57.3
ED3_4;RS21;2017;57.8
ED3_4;RS21;2018;58.1
ED3_4;RS21;2019;58.3
ED3_4;RS22;2005;-1
ED3_4;RS22;2006;-1
ED3_4;RS22;2007;-1
ED3_4;RS22;2008;-1
ED3_4;RS22;2009;-1
ED3_4;RS22;2010;-1
ED3_4;RS22;2011;-1
ED3_4;RS22;2012;-1
ED3_4;RS22;2013;54.4
ED3_4;RS22;2014;58.1
ED3_4;RS22;2015;57.5
ED3_4;RS22;2016;56.6
ED3_4;RS22;2017;56.6
ED3_4;RS22;2018;57.2
ED3_4;RS22;2019;58
ED3_4;SE;2005;53.2
ED3_4;SE;2006;47.2
ED3_4;SE;2007;47.1
ED3_4;SE;2008;47
ED3_4;SE;2009;47
ED3_4;SE;2010;46.7
ED3_4;SE;2011;46.5
ED3_4;SE;2012;46.1
ED3_4;SE;2013;45.7
ED3_4;SE;2014;45
ED3_4;SE;2015;44.4
ED3_4;SE;2016;43.6
ED3_4;SE;2017;42.9
ED3_4;SE;2018;42
ED3_4;SE;2019;41.5
ED3_4;SE1;2005;51.4
ED3_4;SE1;2006;45.7
ED3_4;SE1;2007;45.2
ED3_4;SE1;2008;45.1
ED3_4;SE1;2009;45.2
ED3_4;SE1;2010;44.9
ED3_4;SE1;2011;44.2
ED3_4;SE1;2012;43.3
ED3_4;SE1;2013;42.5
ED3_4;SE1;2014;41.9
ED3_4;SE1;2015;41.5
ED3_4;SE1;2016;40.5
ED3_4;SE1;2017;39.7
ED3_4;SE1;2018;38.9
ED3_4;SE1;2019;38
ED3_4;SE11;2005;49.3
ED3_4;SE11;2006;43.7
ED3_4;SE11;2007;43.2
ED3_4;SE11;2008;42.8
ED3_4;SE11;2009;42.9
ED3_4;SE11;2010;42.5
ED3_4;SE11;2011;41.7
ED3_4;SE11;2012;40.7
ED3_4;SE11;2013;39.9
ED3_4;SE11;2014;39.1
ED3_4;SE11;2015;38.6
ED3_4;SE11;2016;37.3
ED3_4;SE11;2017;36.4
ED3_4;SE11;2018;35.6
ED3_4;SE11;2019;34.8
ED3_4;SE12;2005;54.1
ED3_4;SE12;2006;48.2
ED3_4;SE12;2007;47.9
ED3_4;SE12;2008;48.2
ED3_4;SE12;2009;48.4
ED3_4;SE12;2010;48.1
ED3_4;SE12;2011;47.6
ED3_4;SE12;2012;46.7
ED3_4;SE12;2013;46.1
ED3_4;SE12;2014;45.9
ED3_4;SE12;2015;45.7
ED3_4;SE12;2016;45.1
ED3_4;SE12;2017;44.5
ED3_4;SE12;2018;43.6
ED3_4;SE12;2019;42.7
ED3_4;SE2;2005;53.2
ED3_4;SE2;2006;46.7
ED3_4;SE2;2007;46.7
ED3_4;SE2;2008;46.8
ED3_4;SE2;2009;46.7
ED3_4;SE2;2010;46.6
ED3_4;SE2;2011;46.6
ED3_4;SE2;2012;46.5
ED3_4;SE2;2013;46
ED3_4;SE2;2014;45.4
ED3_4;SE2;2015;44.8
ED3_4;SE2;2016;44.3
ED3_4;SE2;2017;43.7
ED3_4;SE2;2018;42.4
ED3_4;SE2;2019;42.2
ED3_4;SE21;2005;55.7
ED3_4;SE21;2006;49.7
ED3_4;SE21;2007;49.4
ED3_4;SE21;2008;49.3
ED3_4;SE21;2009;49.9
ED3_4;SE21;2010;50.3
ED3_4;SE21;2011;50.1
ED3_4;SE21;2012;50.1
ED3_4;SE21;2013;50.3
ED3_4;SE21;2014;50.2
ED3_4;SE21;2015;48.1
ED3_4;SE21;2016;47.5
ED3_4;SE21;2017;47.9
ED3_4;SE21;2018;46.5
ED3_4;SE21;2019;45.1
ED3_4;SE22;2005;51.9
ED3_4;SE22;2006;44.5
ED3_4;SE22;2007;44.6
ED3_4;SE22;2008;45.2
ED3_4;SE22;2009;44.7
ED3_4;SE22;2010;44.3
ED3_4;SE22;2011;44.4
ED3_4;SE22;2012;44.3
ED3_4;SE22;2013;44.1
ED3_4;SE22;2014;44
ED3_4;SE22;2015;43.6
ED3_4;SE22;2016;42.5
ED3_4;SE22;2017;41.1
ED3_4;SE22;2018;39.7
ED3_4;SE22;2019;39.1
ED3_4;SE23;2005;53.1
ED3_4;SE23;2006;47.2
ED3_4;SE23;2007;47
ED3_4;SE23;2008;46.9
ED3_4;SE23;2009;46.9
ED3_4;SE23;2010;46.8
ED3_4;SE23;2011;46.8
ED3_4;SE23;2012;46.6
ED3_4;SE23;2013;45.7
ED3_4;SE23;2014;44.5
ED3_4;SE23;2015;44.3
ED3_4;SE23;2016;44.4
ED3_4;SE23;2017;43.8
ED3_4;SE23;2018;42.8
ED3_4;SE23;2019;43.4
ED3_4;SE3;2005;56.6
ED3_4;SE3;2006;51.4
ED3_4;SE3;2007;51.8
ED3_4;SE3;2008;51.3
ED3_4;SE3;2009;51.3
ED3_4;SE3;2010;51
ED3_4;SE3;2011;51.5
ED3_4;SE3;2012;51.6
ED3_4;SE3;2013;52
ED3_4;SE3;2014;51.2
ED3_4;SE3;2015;50.2
ED3_4;SE3;2016;49.4
ED3_4;SE3;2017;48.6
ED3_4;SE3;2018;48.3
ED3_4;SE3;2019;48
ED3_4;SE31;2005;55.9
ED3_4;SE31;2006;51
ED3_4;SE31;2007;51.6
ED3_4;SE31;2008;51.4
ED3_4;SE31;2009;51.6
ED3_4;SE31;2010;51.2
ED3_4;SE31;2011;51.3
ED3_4;SE31;2012;51.8
ED3_4;SE31;2013;52.5
ED3_4;SE31;2014;51.8
ED3_4;SE31;2015;50.3
ED3_4;SE31;2016;48.5
ED3_4;SE31;2017;47.9
ED3_4;SE31;2018;48.1
ED3_4;SE31;2019;47.3
ED3_4;SE32;2005;57.3
ED3_4;SE32;2006;51
ED3_4;SE32;2007;50.6
ED3_4;SE32;2008;50.5
ED3_4;SE32;2009;49.8
ED3_4;SE32;2010;49.1
ED3_4;SE32;2011;50.9
ED3_4;SE32;2012;50.9
ED3_4;SE32;2013;52.1
ED3_4;SE32;2014;52.7
ED3_4;SE32;2015;50.7
ED3_4;SE32;2016;49.9
ED3_4;SE32;2017;50.1
ED3_4;SE32;2018;47.7
ED3_4;SE32;2019;47.2
ED3_4;SE33;2005;57.2
ED3_4;SE33;2006;52.4
ED3_4;SE33;2007;53.1
ED3_4;SE33;2008;51.6
ED3_4;SE33;2009;51.8
ED3_4;SE33;2010;52
ED3_4;SE33;2011;52.4
ED3_4;SE33;2012;51.9
ED3_4;SE33;2013;51.1
ED3_4;SE33;2014;49.3
ED3_4;SE33;2015;49.6
ED3_4;SE33;2016;50.4
ED3_4;SE33;2017;48.7
ED3_4;SE33;2018;49
ED3_4;SE33;2019;49.6
ED3_4;SI;2005;59.4
ED3_4;SI;2006;59.4
ED3_4;SI;2007;59.3
ED3_4;SI;2008;59.2
ED3_4;SI;2009;59.6
ED3_4;SI;2010;58.9
ED3_4;SI;2011;58.8
ED3_4;SI;2012;58
ED3_4;SI;2013;57.1
ED3_4;SI;2014;56.5
ED3_4;SI;2015;55.9
ED3_4;SI;2016;55.6
ED3_4;SI;2017;54.6
ED3_4;SI;2018;54.9
ED3_4;SI;2019;54.9
ED3_4;SI0;2005;59.4
ED3_4;SI0;2006;59.4
ED3_4;SI0;2007;59.3
ED3_4;SI0;2008;59.2
ED3_4;SI0;2009;59.6
ED3_4;SI0;2010;58.9
ED3_4;SI0;2011;58.8
ED3_4;SI0;2012;58
ED3_4;SI0;2013;57.1
ED3_4;SI0;2014;56.5
ED3_4;SI0;2015;55.9
ED3_4;SI0;2016;55.6
ED3_4;SI0;2017;54.6
ED3_4;SI0;2018;54.9
ED3_4;SI0;2019;54.9
ED3_4;SI01;2005;59.6
ED3_4;SI01;2006;60.2
ED3_4;SI01;2007;60.2
ED3_4;SI01;2008;60.6
ED3_4;SI01;2009;60.9
ED3_4;SI01;2010;-1
ED3_4;SI01;2011;-1
ED3_4;SI01;2012;-1
ED3_4;SI01;2013;-1
ED3_4;SI01;2014;-1
ED3_4;SI01;2015;-1
ED3_4;SI01;2016;-1
ED3_4;SI01;2017;-1
ED3_4;SI01;2018;-1
ED3_4;SI01;2019;-1
ED3_4;SI02;2005;59.2
ED3_4;SI02;2006;58.5
ED3_4;SI02;2007;58.3
ED3_4;SI02;2008;57.5
ED3_4;SI02;2009;58.1
ED3_4;SI02;2010;-1
ED3_4;SI02;2011;-1
ED3_4;SI02;2012;-1
ED3_4;SI02;2013;-1
ED3_4;SI02;2014;-1
ED3_4;SI02;2015;-1
ED3_4;SI02;2016;-1
ED3_4;SI02;2017;-1
ED3_4;SI02;2018;-1
ED3_4;SI02;2019;-1
ED3_4;SI03;2005;-1
ED3_4;SI03;2006;-1
ED3_4;SI03;2007;-1
ED3_4;SI03;2008;-1
ED3_4;SI03;2009;-1
ED3_4;SI03;2010;59.9
ED3_4;SI03;2011;60.1
ED3_4;SI03;2012;59.3
ED3_4;SI03;2013;58.2
ED3_4;SI03;2014;58.1
ED3_4;SI03;2015;57.9
ED3_4;SI03;2016;58
ED3_4;SI03;2017;57.3
ED3_4;SI03;2018;57
ED3_4;SI03;2019;57.9
ED3_4;SI04;2005;-1
ED3_4;SI04;2006;-1
ED3_4;SI04;2007;-1
ED3_4;SI04;2008;-1
ED3_4;SI04;2009;-1
ED3_4;SI04;2010;57.6
ED3_4;SI04;2011;57.1
ED3_4;SI04;2012;56.5
ED3_4;SI04;2013;55.9
ED3_4;SI04;2014;54.8
ED3_4;SI04;2015;53.7
ED3_4;SI04;2016;52.9
ED3_4;SI04;2017;51.7
ED3_4;SI04;2018;52.4
ED3_4;SI04;2019;51.7
ED3_4;SK;2005;68.7
ED3_4;SK;2006;69.2
ED3_4;SK;2007;69.7
ED3_4;SK;2008;70.1
ED3_4;SK;2009;70.1
ED3_4;SK;2010;68.7
ED3_4;SK;2011;68
ED3_4;SK;2012;68
ED3_4;SK;2013;67.5
ED3_4;SK;2014;66.7
ED3_4;SK;2015;66.5
ED3_4;SK;2016;66
ED3_4;SK;2017;64.5
ED3_4;SK;2018;63.6
ED3_4;SK;2019;62.3
ED3_4;SK0;2005;68.7
ED3_4;SK0;2006;69.2
ED3_4;SK0;2007;69.7
ED3_4;SK0;2008;70.1
ED3_4;SK0;2009;70.1
ED3_4;SK0;2010;68.7
ED3_4;SK0;2011;68
ED3_4;SK0;2012;68
ED3_4;SK0;2013;67.5
ED3_4;SK0;2014;66.7
ED3_4;SK0;2015;66.5
ED3_4;SK0;2016;66
ED3_4;SK0;2017;64.5
ED3_4;SK0;2018;63.6
ED3_4;SK0;2019;62.3
ED3_4;SK01;2005;61.6
ED3_4;SK01;2006;61
ED3_4;SK01;2007;60.7
ED3_4;SK01;2008;61.7
ED3_4;SK01;2009;60.4
ED3_4;SK01;2010;58.6
ED3_4;SK01;2011;55.4
ED3_4;SK01;2012;56.6
ED3_4;SK01;2013;56
ED3_4;SK01;2014;55.5
ED3_4;SK01;2015;56.7
ED3_4;SK01;2016;55.9
ED3_4;SK01;2017;52.8
ED3_4;SK01;2018;51.6
ED3_4;SK01;2019;49.7
ED3_4;SK02;2005;71.8
ED3_4;SK02;2006;71.5
ED3_4;SK02;2007;72.2
ED3_4;SK02;2008;73.1
ED3_4;SK02;2009;73.1
ED3_4;SK02;2010;72.7
ED3_4;SK02;2011;71.7
ED3_4;SK02;2012;72.1
ED3_4;SK02;2013;71.2
ED3_4;SK02;2014;70.9
ED3_4;SK02;2015;70.6
ED3_4;SK02;2016;70.1
ED3_4;SK02;2017;68.3
ED3_4;SK02;2018;68.5
ED3_4;SK02;2019;66.9
ED3_4;SK03;2005;68.3
ED3_4;SK03;2006;69.5
ED3_4;SK03;2007;69.7
ED3_4;SK03;2008;69.5
ED3_4;SK03;2009;69
ED3_4;SK03;2010;68.4
ED3_4;SK03;2011;69.7
ED3_4;SK03;2012;69.4
ED3_4;SK03;2013;68
ED3_4;SK03;2014;67.4
ED3_4;SK03;2015;68
ED3_4;SK03;2016;66.7
ED3_4;SK03;2017;66.4
ED3_4;SK03;2018;65.7
ED3_4;SK03;2019;64.8
ED3_4;SK04;2005;68.1
ED3_4;SK04;2006;69.6
ED3_4;SK04;2007;70.3
ED3_4;SK04;2008;70.3
ED3_4;SK04;2009;71.3
ED3_4;SK04;2010;68.3
ED3_4;SK04;2011;66.9
ED3_4;SK04;2012;66.5
ED3_4;SK04;2013;67.2
ED3_4;SK04;2014;65.5
ED3_4;SK04;2015;64.4
ED3_4;SK04;2016;64.7
ED3_4;SK04;2017;63.2
ED3_4;SK04;2018;60.8
ED3_4;SK04;2019;60
ED3_4;TR;2005;-1
ED3_4;TR;2006;19.9
ED3_4;TR;2007;20.4
ED3_4;TR;2008;19.9
ED3_4;TR;2009;19.2
ED3_4;TR;2010;18.8
ED3_4;TR;2011;18.7
ED3_4;TR;2012;19.1
ED3_4;TR;2013;19.3
ED3_4;TR;2014;19
ED3_4;TR;2015;19.3
ED3_4;TR;2016;19.6
ED3_4;TR;2017;20
ED3_4;TR;2018;20.4
ED3_4;TR;2019;21.1
ED3_4;TR1;2005;-1
ED3_4;TR1;2006;22.1
ED3_4;TR1;2007;22.4
ED3_4;TR1;2008;22.2
ED3_4;TR1;2009;21.4
ED3_4;TR1;2010;20.4
ED3_4;TR1;2011;20.7
ED3_4;TR1;2012;21.6
ED3_4;TR1;2013;22.1
ED3_4;TR1;2014;20.9
ED3_4;TR1;2015;20.9
ED3_4;TR1;2016;21.1
ED3_4;TR1;2017;21.6
ED3_4;TR1;2018;21.9
ED3_4;TR1;2019;22.6
ED3_4;TR10;2005;-1
ED3_4;TR10;2006;22.1
ED3_4;TR10;2007;22.4
ED3_4;TR10;2008;22.2
ED3_4;TR10;2009;21.4
ED3_4;TR10;2010;20.4
ED3_4;TR10;2011;20.7
ED3_4;TR10;2012;21.6
ED3_4;TR10;2013;22.1
ED3_4;TR10;2014;20.9
ED3_4;TR10;2015;20.9
ED3_4;TR10;2016;21.1
ED3_4;TR10;2017;21.6
ED3_4;TR10;2018;21.9
ED3_4;TR10;2019;22.6
ED3_4;TR2;2005;-1
ED3_4;TR2;2006;19.1
ED3_4;TR2;2007;20.7
ED3_4;TR2;2008;21.7
ED3_4;TR2;2009;21
ED3_4;TR2;2010;19
ED3_4;TR2;2011;19.6
ED3_4;TR2;2012;20.8
ED3_4;TR2;2013;21
ED3_4;TR2;2014;20.3
ED3_4;TR2;2015;21.1
ED3_4;TR2;2016;21.5
ED3_4;TR2;2017;21
ED3_4;TR2;2018;20.8
ED3_4;TR2;2019;22
ED3_4;TR21;2005;-1
ED3_4;TR21;2006;21.4
ED3_4;TR21;2007;23.1
ED3_4;TR21;2008;24.9
ED3_4;TR21;2009;24.1
ED3_4;TR21;2010;20.5
ED3_4;TR21;2011;21
ED3_4;TR21;2012;22.7
ED3_4;TR21;2013;23.2
ED3_4;TR21;2014;21.7
ED3_4;TR21;2015;22.3
ED3_4;TR21;2016;22.9
ED3_4;TR21;2017;22.1
ED3_4;TR21;2018;21.7
ED3_4;TR21;2019;23.4
ED3_4;TR22;2005;-1
ED3_4;TR22;2006;17.1
ED3_4;TR22;2007;18.5
ED3_4;TR22;2008;18.8
ED3_4;TR22;2009;17.9
ED3_4;TR22;2010;17.6
ED3_4;TR22;2011;18.1
ED3_4;TR22;2012;18.7
ED3_4;TR22;2013;18.6
ED3_4;TR22;2014;18.8
ED3_4;TR22;2015;19.9
ED3_4;TR22;2016;20
ED3_4;TR22;2017;19.9
ED3_4;TR22;2018;19.8
ED3_4;TR22;2019;20.5
ED3_4;TR3;2005;-1
ED3_4;TR3;2006;18.8
ED3_4;TR3;2007;20.6
ED3_4;TR3;2008;19.9
ED3_4;TR3;2009;19.1
ED3_4;TR3;2010;19
ED3_4;TR3;2011;18.3
ED3_4;TR3;2012;18.4
ED3_4;TR3;2013;18
ED3_4;TR3;2014;19
ED3_4;TR3;2015;19.5
ED3_4;TR3;2016;19.5
ED3_4;TR3;2017;20.1
ED3_4;TR3;2018;20.7
ED3_4;TR3;2019;20.8
ED3_4;TR31;2005;-1
ED3_4;TR31;2006;22.1
ED3_4;TR31;2007;24
ED3_4;TR31;2008;23.4
ED3_4;TR31;2009;22.9
ED3_4;TR31;2010;22.2
ED3_4;TR31;2011;21.6
ED3_4;TR31;2012;21.8
ED3_4;TR31;2013;21.3
ED3_4;TR31;2014;22.3
ED3_4;TR31;2015;22.1
ED3_4;TR31;2016;21.5
ED3_4;TR31;2017;22
ED3_4;TR31;2018;22
ED3_4;TR31;2019;22.1
ED3_4;TR32;2005;-1
ED3_4;TR32;2006;17.9
ED3_4;TR32;2007;20
ED3_4;TR32;2008;19
ED3_4;TR32;2009;17
ED3_4;TR32;2010;17.4
ED3_4;TR32;2011;16.4
ED3_4;TR32;2012;17
ED3_4;TR32;2013;16.3
ED3_4;TR32;2014;16.5
ED3_4;TR32;2015;17.5
ED3_4;TR32;2016;18.3
ED3_4;TR32;2017;19.6
ED3_4;TR32;2018;20.4
ED3_4;TR32;2019;20.3
ED3_4;TR33;2005;-1
ED3_4;TR33;2006;15.3
ED3_4;TR33;2007;16.6
ED3_4;TR33;2008;15.9
ED3_4;TR33;2009;15.7
ED3_4;TR33;2010;15.8
ED3_4;TR33;2011;15.4
ED3_4;TR33;2012;14.6
ED3_4;TR33;2013;14.7
ED3_4;TR33;2014;16.6
ED3_4;TR33;2015;17.7
ED3_4;TR33;2016;17.8
ED3_4;TR33;2017;17.9
ED3_4;TR33;2018;19.1
ED3_4;TR33;2019;19.5
ED3_4;TR4;2005;-1
ED3_4;TR4;2006;22.2
ED3_4;TR4;2007;22.6
ED3_4;TR4;2008;22.5
ED3_4;TR4;2009;21.7
ED3_4;TR4;2010;21.2
ED3_4;TR4;2011;20.9
ED3_4;TR4;2012;22
ED3_4;TR4;2013;22.8
ED3_4;TR4;2014;21.8
ED3_4;TR4;2015;22.5
ED3_4;TR4;2016;22.8
ED3_4;TR4;2017;22.9
ED3_4;TR4;2018;23.3
ED3_4;TR4;2019;24.4
ED3_4;TR41;2005;-1
ED3_4;TR41;2006;22.9
ED3_4;TR41;2007;23
ED3_4;TR41;2008;23
ED3_4;TR41;2009;22.6
ED3_4;TR41;2010;21.6
ED3_4;TR41;2011;20.7
ED3_4;TR41;2012;22.7
ED3_4;TR41;2013;23.4
ED3_4;TR41;2014;21.8
ED3_4;TR41;2015;22.3
ED3_4;TR41;2016;23.1
ED3_4;TR41;2017;23.2
ED3_4;TR41;2018;23.3
ED3_4;TR41;2019;24.9
ED3_4;TR42;2005;-1
ED3_4;TR42;2006;21.4
ED3_4;TR42;2007;22.1
ED3_4;TR42;2008;21.9
ED3_4;TR42;2009;20.7
ED3_4;TR42;2010;20.7
ED3_4;TR42;2011;21.1
ED3_4;TR42;2012;21.4
ED3_4;TR42;2013;22.2
ED3_4;TR42;2014;21.7
ED3_4;TR42;2015;22.8
ED3_4;TR42;2016;22.6
ED3_4;TR42;2017;22.5
ED3_4;TR42;2018;23.2
ED3_4;TR42;2019;23.8
ED3_4;TR5;2005;-1
ED3_4;TR5;2006;25.1
ED3_4;TR5;2007;24.5
ED3_4;TR5;2008;24.4
ED3_4;TR5;2009;23.4
ED3_4;TR5;2010;22.5
ED3_4;TR5;2011;22.5
ED3_4;TR5;2012;22.2
ED3_4;TR5;2013;22.8
ED3_4;TR5;2014;22.1
ED3_4;TR5;2015;22
ED3_4;TR5;2016;21.7
ED3_4;TR5;2017;21.8
ED3_4;TR5;2018;22.8
ED3_4;TR5;2019;23
ED3_4;TR51;2005;-1
ED3_4;TR51;2006;28.3
ED3_4;TR51;2007;27.8
ED3_4;TR51;2008;27.8
ED3_4;TR51;2009;26.5
ED3_4;TR51;2010;25.4
ED3_4;TR51;2011;25.8
ED3_4;TR51;2012;25.3
ED3_4;TR51;2013;26.2
ED3_4;TR51;2014;24.6
ED3_4;TR51;2015;24.4
ED3_4;TR51;2016;24.2
ED3_4;TR51;2017;24.3
ED3_4;TR51;2018;25.6
ED3_4;TR51;2019;25.5
ED3_4;TR52;2005;-1
ED3_4;TR52;2006;18.2
ED3_4;TR52;2007;17.3
ED3_4;TR52;2008;16.9
ED3_4;TR52;2009;16.6
ED3_4;TR52;2010;15.9
ED3_4;TR52;2011;15.1
ED3_4;TR52;2012;14.9
ED3_4;TR52;2013;14.7
ED3_4;TR52;2014;16.2
ED3_4;TR52;2015;16.2
ED3_4;TR52;2016;15.6
ED3_4;TR52;2017;15.5
ED3_4;TR52;2018;16
ED3_4;TR52;2019;16.9
ED3_4;TR6;2005;-1
ED3_4;TR6;2006;19.2
ED3_4;TR6;2007;20.3
ED3_4;TR6;2008;18.9
ED3_4;TR6;2009;17.8
ED3_4;TR6;2010;18.1
ED3_4;TR6;2011;18.6
ED3_4;TR6;2012;18.9
ED3_4;TR6;2013;18.6
ED3_4;TR6;2014;18.5
ED3_4;TR6;2015;18.3
ED3_4;TR6;2016;19
ED3_4;TR6;2017;19.9
ED3_4;TR6;2018;20.4
ED3_4;TR6;2019;20.9
ED3_4;TR61;2005;-1
ED3_4;TR61;2006;19.4
ED3_4;TR61;2007;19.9
ED3_4;TR61;2008;18.7
ED3_4;TR61;2009;18.3
ED3_4;TR61;2010;18.2
ED3_4;TR61;2011;19.7
ED3_4;TR61;2012;20.8
ED3_4;TR61;2013;19.3
ED3_4;TR61;2014;19.9
ED3_4;TR61;2015;20
ED3_4;TR61;2016;21.2
ED3_4;TR61;2017;21.6
ED3_4;TR61;2018;22
ED3_4;TR61;2019;22.8
ED3_4;TR62;2005;-1
ED3_4;TR62;2006;21
ED3_4;TR62;2007;22.4
ED3_4;TR62;2008;20.5
ED3_4;TR62;2009;20
ED3_4;TR62;2010;20.3
ED3_4;TR62;2011;19.4
ED3_4;TR62;2012;20.1
ED3_4;TR62;2013;20.6
ED3_4;TR62;2014;19.3
ED3_4;TR62;2015;18.2
ED3_4;TR62;2016;18.2
ED3_4;TR62;2017;20.2
ED3_4;TR62;2018;21.3
ED3_4;TR62;2019;21.3
ED3_4;TR63;2005;-1
ED3_4;TR63;2006;16.7
ED3_4;TR63;2007;17.6
ED3_4;TR63;2008;16.8
ED3_4;TR63;2009;14.5
ED3_4;TR63;2010;14.9
ED3_4;TR63;2011;16.6
ED3_4;TR63;2012;15.6
ED3_4;TR63;2013;15.4
ED3_4;TR63;2014;16.1
ED3_4;TR63;2015;16.7
ED3_4;TR63;2016;18
ED3_4;TR63;2017;17.9
ED3_4;TR63;2018;17.6
ED3_4;TR63;2019;18.5
ED3_4;TR7;2005;-1
ED3_4;TR7;2006;19.6
ED3_4;TR7;2007;19.7
ED3_4;TR7;2008;19.1
ED3_4;TR7;2009;18.6
ED3_4;TR7;2010;18.3
ED3_4;TR7;2011;18
ED3_4;TR7;2012;17.8
ED3_4;TR7;2013;18.7
ED3_4;TR7;2014;19.3
ED3_4;TR7;2015;18.8
ED3_4;TR7;2016;19.8
ED3_4;TR7;2017;20.2
ED3_4;TR7;2018;20.5
ED3_4;TR7;2019;21.4
ED3_4;TR71;2005;-1
ED3_4;TR71;2006;17.9
ED3_4;TR71;2007;18.2
ED3_4;TR71;2008;17.7
ED3_4;TR71;2009;17.7
ED3_4;TR71;2010;17.4
ED3_4;TR71;2011;17.8
ED3_4;TR71;2012;18.5
ED3_4;TR71;2013;17.9
ED3_4;TR71;2014;18.1
ED3_4;TR71;2015;18.1
ED3_4;TR71;2016;18.9
ED3_4;TR71;2017;19.7
ED3_4;TR71;2018;20.1
ED3_4;TR71;2019;20.8
ED3_4;TR72;2005;-1
ED3_4;TR72;2006;20.7
ED3_4;TR72;2007;20.6
ED3_4;TR72;2008;20
ED3_4;TR72;2009;19.2
ED3_4;TR72;2010;18.9
ED3_4;TR72;2011;18.2
ED3_4;TR72;2012;17.4
ED3_4;TR72;2013;19.2
ED3_4;TR72;2014;20
ED3_4;TR72;2015;19.2
ED3_4;TR72;2016;20.3
ED3_4;TR72;2017;20.5
ED3_4;TR72;2018;20.7
ED3_4;TR72;2019;21.8
ED3_4;TR8;2005;-1
ED3_4;TR8;2006;17.8
ED3_4;TR8;2007;17.6
ED3_4;TR8;2008;16.5
ED3_4;TR8;2009;16
ED3_4;TR8;2010;16.2
ED3_4;TR8;2011;16.3
ED3_4;TR8;2012;17.3
ED3_4;TR8;2013;16.9
ED3_4;TR8;2014;16.8
ED3_4;TR8;2015;17.6
ED3_4;TR8;2016;17.8
ED3_4;TR8;2017;17.9
ED3_4;TR8;2018;18.3
ED3_4;TR8;2019;19.6
ED3_4;TR81;2005;-1
ED3_4;TR81;2006;19.1
ED3_4;TR81;2007;18.1
ED3_4;TR81;2008;17.9
ED3_4;TR81;2009;17
ED3_4;TR81;2010;18.4
ED3_4;TR81;2011;18.2
ED3_4;TR81;2012;17.5
ED3_4;TR81;2013;18.6
ED3_4;TR81;2014;17.8
ED3_4;TR81;2015;18.9
ED3_4;TR81;2016;21.1
ED3_4;TR81;2017;22
ED3_4;TR81;2018;20.3
ED3_4;TR81;2019;22
ED3_4;TR82;2005;-1
ED3_4;TR82;2006;18.8
ED3_4;TR82;2007;17.8
ED3_4;TR82;2008;16.5
ED3_4;TR82;2009;17.1
ED3_4;TR82;2010;16.6
ED3_4;TR82;2011;17.2
ED3_4;TR82;2012;16.3
ED3_4;TR82;2013;16.2
ED3_4;TR82;2014;17.7
ED3_4;TR82;2015;16.9
ED3_4;TR82;2016;17.2
ED3_4;TR82;2017;17.5
ED3_4;TR82;2018;18.1
ED3_4;TR82;2019;20.2
ED3_4;TR83;2005;-1
ED3_4;TR83;2006;17
ED3_4;TR83;2007;17.4
ED3_4;TR83;2008;16
ED3_4;TR83;2009;15.3
ED3_4;TR83;2010;15.2
ED3_4;TR83;2011;15.4
ED3_4;TR83;2012;17.5
ED3_4;TR83;2013;16.5
ED3_4;TR83;2014;16.1
ED3_4;TR83;2015;17.2
ED3_4;TR83;2016;16.7
ED3_4;TR83;2017;16.5
