isced11;Country;Year;value
ED0-2;CZ06;2012;11.9
ED0-2;CZ06;2013;11.9
ED0-2;CZ06;2014;11.4
ED0-2;CZ06;2015;10.9
ED0-2;CZ06;2016;10.3
ED0-2;CZ06;2017;11.1
ED0-2;CZ06;2018;10.7
ED0-2;CZ06;2019;11.1
ED0-2;CZ07;2005;16.4
ED0-2;CZ07;2006;16.3
ED0-2;CZ07;2007;16.6
ED0-2;CZ07;2008;16
ED0-2;CZ07;2009;14.6
ED0-2;CZ07;2010;15
ED0-2;CZ07;2011;14.5
ED0-2;CZ07;2012;13.7
ED0-2;CZ07;2013;13.8
ED0-2;CZ07;2014;12.3
ED0-2;CZ07;2015;11.7
ED0-2;CZ07;2016;12.2
ED0-2;CZ07;2017;12.4
ED0-2;CZ07;2018;11.5
ED0-2;CZ07;2019;12.2
ED0-2;CZ08;2005;18.6
ED0-2;CZ08;2006;17.7
ED0-2;CZ08;2007;17.7
ED0-2;CZ08;2008;18
ED0-2;CZ08;2009;16.8
ED0-2;CZ08;2010;15.8
ED0-2;CZ08;2011;15.3
ED0-2;CZ08;2012;15
ED0-2;CZ08;2013;14.4
ED0-2;CZ08;2014;14.3
ED0-2;CZ08;2015;14.6
ED0-2;CZ08;2016;14.3
ED0-2;CZ08;2017;12.8
ED0-2;CZ08;2018;13.2
ED0-2;CZ08;2019;13.8
ED0-2;DE;2005;24.8
ED0-2;DE;2006;24.6
ED0-2;DE;2007;23.5
ED0-2;DE;2008;22.3
ED0-2;DE;2009;22
ED0-2;DE;2010;21
ED0-2;DE;2011;18.1
ED0-2;DE;2012;17.9
ED0-2;DE;2013;17.7
ED0-2;DE;2014;19.7
ED0-2;DE;2015;19.8
ED0-2;DE;2016;19.8
ED0-2;DE;2017;19.8
ED0-2;DE;2018;19.6
ED0-2;DE;2019;19.5
ED0-2;DE1;2005;26.8
ED0-2;DE1;2006;26.6
ED0-2;DE1;2007;25.5
ED0-2;DE1;2008;23.9
ED0-2;DE1;2009;23.6
ED0-2;DE1;2010;22.8
ED0-2;DE1;2011;19.7
ED0-2;DE1;2012;19.4
ED0-2;DE1;2013;18.5
ED0-2;DE1;2014;20.7
ED0-2;DE1;2015;21.1
ED0-2;DE1;2016;20.7
ED0-2;DE1;2017;20.7
ED0-2;DE1;2018;20.7
ED0-2;DE1;2019;20.3
ED0-2;DE11;2005;27.4
ED0-2;DE11;2006;27.5
ED0-2;DE11;2007;26.2
ED0-2;DE11;2008;24.4
ED0-2;DE11;2009;24.2
ED0-2;DE11;2010;23.2
ED0-2;DE11;2011;20.3
ED0-2;DE11;2012;19.5
ED0-2;DE11;2013;18.9
ED0-2;DE11;2014;21.1
ED0-2;DE11;2015;21
ED0-2;DE11;2016;21.1
ED0-2;DE11;2017;20.3
ED0-2;DE11;2018;20.3
ED0-2;DE11;2019;20.6
ED0-2;DE12;2005;25.3
ED0-2;DE12;2006;25.1
ED0-2;DE12;2007;24.1
ED0-2;DE12;2008;22.8
ED0-2;DE12;2009;23
ED0-2;DE12;2010;22.8
ED0-2;DE12;2011;19.2
ED0-2;DE12;2012;20
ED0-2;DE12;2013;18.8
ED0-2;DE12;2014;20.6
ED0-2;DE12;2015;21.3
ED0-2;DE12;2016;21.1
ED0-2;DE12;2017;21.4
ED0-2;DE12;2018;20.6
ED0-2;DE12;2019;19.5
ED0-2;DE13;2005;27.2
ED0-2;DE13;2006;26.7
ED0-2;DE13;2007;25.5
ED0-2;DE13;2008;24.1
ED0-2;DE13;2009;23.5
ED0-2;DE13;2010;23.1
ED0-2;DE13;2011;20.5
ED0-2;DE13;2012;19.3
ED0-2;DE13;2013;18.8
ED0-2;DE13;2014;21
ED0-2;DE13;2015;21.5
ED0-2;DE13;2016;20.4
ED0-2;DE13;2017;21.3
ED0-2;DE13;2018;21.5
ED0-2;DE13;2019;20.8
ED0-2;DE14;2005;27.2
ED0-2;DE14;2006;26.7
ED0-2;DE14;2007;25.9
ED0-2;DE14;2008;24.4
ED0-2;DE14;2009;23.1
ED0-2;DE14;2010;21.7
ED0-2;DE14;2011;18.6
ED0-2;DE14;2012;18.5
ED0-2;DE14;2013;17.1
ED0-2;DE14;2014;20
ED0-2;DE14;2015;20.5
ED0-2;DE14;2016;19.8
ED0-2;DE14;2017;19.8
ED0-2;DE14;2018;20.5
ED0-2;DE14;2019;20.1
ED0-2;DE2;2005;24
ED0-2;DE2;2006;24.2
ED0-2;DE2;2007;22.4
ED0-2;DE2;2008;21.3
ED0-2;DE2;2009;20.9
ED0-2;DE2;2010;19.9
ED0-2;DE2;2011;16.6
ED0-2;DE2;2012;16.2
ED0-2;DE2;2013;15.8
ED0-2;DE2;2014;17.4
ED0-2;DE2;2015;17.4
ED0-2;DE2;2016;18
ED0-2;DE2;2017;17.5
ED0-2;DE2;2018;17.2
ED0-2;DE2;2019;17.3
ED0-2;DE21;2005;22.3
ED0-2;DE21;2006;22.3
ED0-2;DE21;2007;19.9
ED0-2;DE21;2008;18.8
ED0-2;DE21;2009;18.2
ED0-2;DE21;2010;17.6
ED0-2;DE21;2011;14.2
ED0-2;DE21;2012;14.2
ED0-2;DE21;2013;14.1
ED0-2;DE21;2014;15.7
ED0-2;DE21;2015;15.3
ED0-2;DE21;2016;15.8
ED0-2;DE21;2017;15.3
ED0-2;DE21;2018;15.6
ED0-2;DE21;2019;15.9
ED0-2;DE22;2005;25.5
ED0-2;DE22;2006;25.7
ED0-2;DE22;2007;24
ED0-2;DE22;2008;22.8
ED0-2;DE22;2009;22.9
ED0-2;DE22;2010;21.1
ED0-2;DE22;2011;17.6
ED0-2;DE22;2012;17.4
ED0-2;DE22;2013;16.7
ED0-2;DE22;2014;18.2
ED0-2;DE22;2015;18.4
ED0-2;DE22;2016;18.2
ED0-2;DE22;2017;17.4
ED0-2;DE22;2018;16.6
ED0-2;DE22;2019;17.3
ED0-2;DE23;2005;24.2
ED0-2;DE23;2006;24.1
ED0-2;DE23;2007;22
ED0-2;DE23;2008;21.6
ED0-2;DE23;2009;21.3
ED0-2;DE23;2010;20.6
ED0-2;DE23;2011;16.8
ED0-2;DE23;2012;16.9
ED0-2;DE23;2013;16.2
ED0-2;DE23;2014;17.8
ED0-2;DE23;2015;18.3
ED0-2;DE23;2016;19
ED0-2;DE23;2017;18
ED0-2;DE23;2018;17.7
ED0-2;DE23;2019;17.4
ED0-2;DE24;2005;24.8
ED0-2;DE24;2006;26.3
ED0-2;DE24;2007;25.4
ED0-2;DE24;2008;24.2
ED0-2;DE24;2009;23.7
ED0-2;DE24;2010;21.7
ED0-2;DE24;2011;17.9
ED0-2;DE24;2012;17.8
ED0-2;DE24;2013;17.2
ED0-2;DE24;2014;17.7
ED0-2;DE24;2015;18.1
ED0-2;DE24;2016;18.5
ED0-2;DE24;2017;17.7
ED0-2;DE24;2018;17.1
ED0-2;DE24;2019;17.8
ED0-2;DE25;2005;26
ED0-2;DE25;2006;25.1
ED0-2;DE25;2007;23.6
ED0-2;DE25;2008;22.4
ED0-2;DE25;2009;22.6
ED0-2;DE25;2010;21.5
ED0-2;DE25;2011;19.1
ED0-2;DE25;2012;18
ED0-2;DE25;2013;17.6
ED0-2;DE25;2014;19.4
ED0-2;DE25;2015;19.1
ED0-2;DE25;2016;20
ED0-2;DE25;2017;20.2
ED0-2;DE25;2018;19.8
ED0-2;DE25;2019;19.6
ED0-2;DE26;2005;24.2
ED0-2;DE26;2006;25.8
ED0-2;DE26;2007;23.7
ED0-2;DE26;2008;22.5
ED0-2;DE26;2009;22.2
ED0-2;DE26;2010;21.1
ED0-2;DE26;2011;17.7
ED0-2;DE26;2012;16.7
ED0-2;DE26;2013;16.2
ED0-2;DE26;2014;18
ED0-2;DE26;2015;17.9
ED0-2;DE26;2016;19.4
ED0-2;DE26;2017;18.5
ED0-2;DE26;2018;17.8
ED0-2;DE26;2019;17.5
ED0-2;DE27;2005;24.6
ED0-2;DE27;2006;24.7
ED0-2;DE27;2007;23.4
ED0-2;DE27;2008;22.7
ED0-2;DE27;2009;21.7
ED0-2;DE27;2010;20.4
ED0-2;DE27;2011;17.6
ED0-2;DE27;2012;16.8
ED0-2;DE27;2013;16.3
ED0-2;DE27;2014;18.6
ED0-2;DE27;2015;19.2
ED0-2;DE27;2016;19.6
ED0-2;DE27;2017;19.5
ED0-2;DE27;2018;18.7
ED0-2;DE27;2019;18
ED0-2;DE3;2005;24.2
ED0-2;DE3;2006;24.1
ED0-2;DE3;2007;23
ED0-2;DE3;2008;22.9
ED0-2;DE3;2009;21.8
ED0-2;DE3;2010;20.8
ED0-2;DE3;2011;18.7
ED0-2;DE3;2012;18.2
ED0-2;DE3;2013;18.5
ED0-2;DE3;2014;20.1
ED0-2;DE3;2015;20.4
ED0-2;DE3;2016;18.8
ED0-2;DE3;2017;18.7
ED0-2;DE3;2018;18
ED0-2;DE3;2019;17.2
ED0-2;DE30;2005;24.2
ED0-2;DE30;2006;24.1
ED0-2;DE30;2007;23
ED0-2;DE30;2008;22.9
ED0-2;DE30;2009;21.8
ED0-2;DE30;2010;20.8
ED0-2;DE30;2011;18.7
ED0-2;DE30;2012;18.2
ED0-2;DE30;2013;18.5
ED0-2;DE30;2014;20.1
ED0-2;DE30;2015;20.4
ED0-2;DE30;2016;18.8
ED0-2;DE30;2017;18.7
ED0-2;DE30;2018;18
ED0-2;DE30;2019;17.2
ED0-2;DE4;2005;17.8
ED0-2;DE4;2006;17.2
ED0-2;DE4;2007;16.1
ED0-2;DE4;2008;14.3
ED0-2;DE4;2009;13.4
ED0-2;DE4;2010;12.2
ED0-2;DE4;2011;9.9
ED0-2;DE4;2012;10.3
ED0-2;DE4;2013;9.6
ED0-2;DE4;2014;11.5
ED0-2;DE4;2015;12.4
ED0-2;DE4;2016;12.3
ED0-2;DE4;2017;13.8
ED0-2;DE4;2018;13.5
ED0-2;DE4;2019;13.6
ED0-2;DE40;2005;17.8
ED0-2;DE40;2006;17.2
ED0-2;DE40;2007;16.1
ED0-2;DE40;2008;14.3
ED0-2;DE40;2009;13.4
ED0-2;DE40;2010;12.2
ED0-2;DE40;2011;9.9
ED0-2;DE40;2012;10.3
ED0-2;DE40;2013;9.6
ED0-2;DE40;2014;11.5
ED0-2;DE40;2015;12.4
ED0-2;DE40;2016;12.3
ED0-2;DE40;2017;13.8
ED0-2;DE40;2018;13.5
ED0-2;DE40;2019;13.6
ED0-2;DE5;2005;33.1
ED0-2;DE5;2006;31.2
ED0-2;DE5;2007;29.3
ED0-2;DE5;2008;29.9
ED0-2;DE5;2009;28.5
ED0-2;DE5;2010;26.3
ED0-2;DE5;2011;24
ED0-2;DE5;2012;23.8
ED0-2;DE5;2013;24.3
ED0-2;DE5;2014;26
ED0-2;DE5;2015;27.6
ED0-2;DE5;2016;23.8
ED0-2;DE5;2017;23.3
ED0-2;DE5;2018;24.7
ED0-2;DE5;2019;25.7
ED0-2;DE50;2005;33.1
ED0-2;DE50;2006;31.2
ED0-2;DE50;2007;29.3
ED0-2;DE50;2008;29.9
ED0-2;DE50;2009;28.5
ED0-2;DE50;2010;26.3
ED0-2;DE50;2011;24
ED0-2;DE50;2012;23.8
ED0-2;DE50;2013;24.3
ED0-2;DE50;2014;26
ED0-2;DE50;2015;27.6
ED0-2;DE50;2016;23.8
ED0-2;DE50;2017;23.3
ED0-2;DE50;2018;24.7
ED0-2;DE50;2019;25.7
ED0-2;DE6;2005;25.9
ED0-2;DE6;2006;25.8
ED0-2;DE6;2007;25.5
ED0-2;DE6;2008;23.7
ED0-2;DE6;2009;23.1
ED0-2;DE6;2010;20.9
ED0-2;DE6;2011;18.5
ED0-2;DE6;2012;18.9
ED0-2;DE6;2013;18.8
ED0-2;DE6;2014;20.9
ED0-2;DE6;2015;20.3
ED0-2;DE6;2016;19.4
ED0-2;DE6;2017;20
ED0-2;DE6;2018;19.9
ED0-2;DE6;2019;20.9
ED0-2;DE60;2005;25.9
ED0-2;DE60;2006;25.8
ED0-2;DE60;2007;25.5
ED0-2;DE60;2008;23.7
ED0-2;DE60;2009;23.1
ED0-2;DE60;2010;20.9
ED0-2;DE60;2011;18.5
ED0-2;DE60;2012;18.9
ED0-2;DE60;2013;18.8
ED0-2;DE60;2014;20.9
ED0-2;DE60;2015;20.3
ED0-2;DE60;2016;19.4
ED0-2;DE60;2017;20
ED0-2;DE60;2018;19.9
ED0-2;DE60;2019;20.9
ED0-2;DE7;2005;25.5
ED0-2;DE7;2006;25.3
ED0-2;DE7;2007;24
ED0-2;DE7;2008;23.1
ED0-2;DE7;2009;22.5
ED0-2;DE7;2010;22.2
ED0-2;DE7;2011;18.9
ED0-2;DE7;2012;18.6
ED0-2;DE7;2013;18.7
ED0-2;DE7;2014;21.4
ED0-2;DE7;2015;21.1
ED0-2;DE7;2016;21
ED0-2;DE7;2017;21.4
ED0-2;DE7;2018;21.7
ED0-2;DE7;2019;21.6
ED0-2;DE71;2005;25.4
ED0-2;DE71;2006;25.3
ED0-2;DE71;2007;24.2
ED0-2;DE71;2008;23.3
ED0-2;DE71;2009;22.6
ED0-2;DE71;2010;21.8
ED0-2;DE71;2011;19.1
ED0-2;DE71;2012;18.5
ED0-2;DE71;2013;19.1
ED0-2;DE71;2014;22
ED0-2;DE71;2015;21.8
ED0-2;DE71;2016;22
ED0-2;DE71;2017;21.9
ED0-2;DE71;2018;22.2
ED0-2;DE71;2019;22.3
ED0-2;DE72;2005;26.1
ED0-2;DE72;2006;26.1
ED0-2;DE72;2007;24.6
ED0-2;DE72;2008;23.2
ED0-2;DE72;2009;22.5
ED0-2;DE72;2010;23.1
ED0-2;DE72;2011;18.9
ED0-2;DE72;2012;19
ED0-2;DE72;2013;18.8
ED0-2;DE72;2014;21
ED0-2;DE72;2015;20.7
ED0-2;DE72;2016;20.2
ED0-2;DE72;2017;20.8
ED0-2;DE72;2018;21.5
ED0-2;DE72;2019;21.2
ED0-2;DE73;2005;25.4
ED0-2;DE73;2006;24.8
ED0-2;DE73;2007;22.7
ED0-2;DE73;2008;22.3
ED0-2;DE73;2009;22.3
ED0-2;DE73;2010;22.6
ED0-2;DE73;2011;18.4
ED0-2;DE73;2012;18.4
ED0-2;DE73;2013;17.3
ED0-2;DE73;2014;20
ED0-2;DE73;2015;19.3
ED0-2;DE73;2016;18.6
ED0-2;DE73;2017;20.1
ED0-2;DE73;2018;19.9
ED0-2;DE73;2019;19.7
ED0-2;DE8;2005;20.1
ED0-2;DE8;2006;20.6
ED0-2;DE8;2007;20.1
ED0-2;DE8;2008;15.3
ED0-2;DE8;2009;13.9
ED0-2;DE8;2010;11.9
ED0-2;DE8;2011;10.5
ED0-2;DE8;2012;10.3
ED0-2;DE8;2013;10.4
ED0-2;DE8;2014;12.5
ED0-2;DE8;2015;13
ED0-2;DE8;2016;13.1
ED0-2;DE8;2017;13.4
ED0-2;DE8;2018;13.8
ED0-2;DE8;2019;12.4
ED0-2;DE80;2005;20.1
ED0-2;DE80;2006;20.6
ED0-2;DE80;2007;20.1
ED0-2;DE80;2008;15.3
ED0-2;DE80;2009;13.9
ED0-2;DE80;2010;11.9
ED0-2;DE80;2011;10.5
ED0-2;DE80;2012;10.3
ED0-2;DE80;2013;10.4
ED0-2;DE80;2014;12.5
ED0-2;DE80;2015;13
ED0-2;DE80;2016;13.1
ED0-2;DE80;2017;13.4
ED0-2;DE80;2018;13.8
ED0-2;DE80;2019;12.4
ED0-2;DE9;2005;26
ED0-2;DE9;2006;25.6
ED0-2;DE9;2007;24.8
ED0-2;DE9;2008;24
ED0-2;DE9;2009;24.4
ED0-2;DE9;2010;23.3
ED0-2;DE9;2011;19.5
ED0-2;DE9;2012;19.3
ED0-2;DE9;2013;18.8
ED0-2;DE9;2014;21.2
ED0-2;DE9;2015;21.2
ED0-2;DE9;2016;21.9
ED0-2;DE9;2017;21.8
ED0-2;DE9;2018;21.1
ED0-2;DE9;2019;20.9
ED0-2;DE91;2005;25.3
ED0-2;DE91;2006;24.5
ED0-2;DE91;2007;23.5
ED0-2;DE91;2008;21.8
ED0-2;DE91;2009;24.9
ED0-2;DE91;2010;23.1
ED0-2;DE91;2011;19.2
ED0-2;DE91;2012;19.2
ED0-2;DE91;2013;18.9
ED0-2;DE91;2014;21.4
ED0-2;DE91;2015;20
ED0-2;DE91;2016;20.2
ED0-2;DE91;2017;20.6
ED0-2;DE91;2018;19.9
ED0-2;DE91;2019;20.3
ED0-2;DE92;2005;25.1
ED0-2;DE92;2006;24.8
ED0-2;DE92;2007;23.9
ED0-2;DE92;2008;23.5
ED0-2;DE92;2009;23.9
ED0-2;DE92;2010;23.2
ED0-2;DE92;2011;19.9
ED0-2;DE92;2012;19.3
ED0-2;DE92;2013;18.7
ED0-2;DE92;2014;20.5
ED0-2;DE92;2015;21.5
ED0-2;DE92;2016;22.8
ED0-2;DE92;2017;22.4
ED0-2;DE92;2018;21.7
ED0-2;DE92;2019;20.8
ED0-2;DE93;2005;25.5
ED0-2;DE93;2006;25.3
ED0-2;DE93;2007;25.2
ED0-2;DE93;2008;24.7
ED0-2;DE93;2009;24.1
ED0-2;DE93;2010;22.8
ED0-2;DE93;2011;18.8
ED0-2;DE93;2012;18.4
ED0-2;DE93;2013;18.5
ED0-2;DE93;2014;21.7
ED0-2;DE93;2015;21.1
ED0-2;DE93;2016;21.4
ED0-2;DE93;2017;21.1
ED0-2;DE93;2018;19.7
ED0-2;DE93;2019;20
ED0-2;DE94;2005;27.6
ED0-2;DE94;2006;27.3
ED0-2;DE94;2007;26.3
ED0-2;DE94;2008;25.4
ED0-2;DE94;2009;24.6
ED0-2;DE94;2010;24
ED0-2;DE94;2011;19.7
ED0-2;DE94;2012;19.8
ED0-2;DE94;2013;18.9
ED0-2;DE94;2014;21.3
ED0-2;DE94;2015;21.9
ED0-2;DE94;2016;22.5
ED0-2;DE94;2017;22.3
ED0-2;DE94;2018;22.4
ED0-2;DE94;2019;22.1
ED0-2;DEA;2005;28.2
ED0-2;DEA;2006;27.8
ED0-2;DEA;2007;27.2
ED0-2;DEA;2008;26.2
ED0-2;DEA;2009;26.3
ED0-2;DEA;2010;25.6
ED0-2;DEA;2011;22.5
ED0-2;DEA;2012;22.5
ED0-2;DEA;2013;22.4
ED0-2;DEA;2014;24.3
ED0-2;DEA;2015;24.3
ED0-2;DEA;2016;24.1
ED0-2;DEA;2017;23.8
ED0-2;DEA;2018;23.6
ED0-2;DEA;2019;23.4
ED0-2;DEA1;2005;29.7
ED0-2;DEA1;2006;28.6
ED0-2;DEA1;2007;27.7
ED0-2;DEA1;2008;26.6
ED0-2;DEA1;2009;26.5
ED0-2;DEA1;2010;25.8
ED0-2;DEA1;2011;22.8
ED0-2;DEA1;2012;23.1
ED0-2;DEA1;2013;23.2
ED0-2;DEA1;2014;25.6
ED0-2;DEA1;2015;24.9
ED0-2;DEA1;2016;24.9
ED0-2;DEA1;2017;24.6
ED0-2;DEA1;2018;24.4
ED0-2;DEA1;2019;24.2
ED0-2;DEA2;2005;27
ED0-2;DEA2;2006;27.3
ED0-2;DEA2;2007;25.8
ED0-2;DEA2;2008;24.8
ED0-2;DEA2;2009;25.4
ED0-2;DEA2;2010;25
ED0-2;DEA2;2011;22.4
ED0-2;DEA2;2012;22
ED0-2;DEA2;2013;22.5
ED0-2;DEA2;2014;24
ED0-2;DEA2;2015;24
ED0-2;DEA2;2016;22.9
ED0-2;DEA2;2017;22.8
ED0-2;DEA2;2018;22.3
ED0-2;DEA2;2019;22.5
ED0-2;DEA3;2005;27.2
ED0-2;DEA3;2006;26.1
ED0-2;DEA3;2007;25.3
ED0-2;DEA3;2008;24.6
ED0-2;DEA3;2009;25.4
ED0-2;DEA3;2010;24.2
ED0-2;DEA3;2011;20.9
ED0-2;DEA3;2012;21.2
ED0-2;DEA3;2013;20.7
ED0-2;DEA3;2014;23.2
ED0-2;DEA3;2015;23.7
ED0-2;DEA3;2016;22.8
ED0-2;DEA3;2017;22.7
ED0-2;DEA3;2018;22.5
ED0-2;DEA3;2019;22
ED0-2;DEA4;2005;27.4
ED0-2;DEA4;2006;26.7
ED0-2;DEA4;2007;27
ED0-2;DEA4;2008;26.3
ED0-2;DEA4;2009;26.1
ED0-2;DEA4;2010;25.2
ED0-2;DEA4;2011;22.3
ED0-2;DEA4;2012;21.8
ED0-2;DEA4;2013;21.2
ED0-2;DEA4;2014;23.3
ED0-2;DEA4;2015;24.1
ED0-2;DEA4;2016;23.8
ED0-2;DEA4;2017;23.6
ED0-2;DEA4;2018;23.8
ED0-2;DEA4;2019;23.1
ED0-2;DEA5;2005;28.7
ED0-2;DEA5;2006;29.1
ED0-2;DEA5;2007;29.5
ED0-2;DEA5;2008;28.2
ED0-2;DEA5;2009;28.1
ED0-2;DEA5;2010;27.4
ED0-2;DEA5;2011;23.7
ED0-2;DEA5;2012;23.4
ED0-2;DEA5;2013;22.8
ED0-2;DEA5;2014;24.1
ED0-2;DEA5;2015;24.6
ED0-2;DEA5;2016;25.4
ED0-2;DEA5;2017;24.7
ED0-2;DEA5;2018;24.7
ED0-2;DEA5;2019;24.5
ED0-2;DE;2005;27.1
ED0-2;DE;2006;26.7
ED0-2;DE;2007;25.3
ED0-2;DE;2008;24.9
ED0-2;DE;2009;25
ED0-2;DE;2010;24.1
ED0-2;DE;2011;20.9
ED0-2;DE;2012;20.8
ED0-2;DE;2013;21.3
ED0-2;DE;2014;22
ED0-2;DE;2015;22.5
ED0-2;DE;2016;23.5
ED0-2;DE;2017;22.8
ED0-2;DE;2018;22.1
ED0-2;DE;2019;21.6
ED0-2;DE1;2005;26.3
ED0-2;DE1;2006;26.4
ED0-2;DE1;2007;25.3
ED0-2;DE1;2008;25.8
ED0-2;DE1;2009;26.1
ED0-2;DE1;2010;24.7
ED0-2;DE1;2011;21.3
ED0-2;DE1;2012;21
ED0-2;DE1;2013;21.8
ED0-2;DE1;2014;22.7
ED0-2;DE1;2015;23.4
ED0-2;DE1;2016;24
ED0-2;DE1;2017;23.6
ED0-2;DE1;2018;22
ED0-2;DE1;2019;21.3
ED0-2;DE2;2005;24.2
ED0-2;DE2;2006;24.1
ED0-2;DE2;2007;23.4
ED0-2;DE2;2008;21.8
ED0-2;DE2;2009;22
ED0-2;DE2;2010;21.5
ED0-2;DE2;2011;19.2
ED0-2;DE2;2012;18.6
ED0-2;DE2;2013;18.7
ED0-2;DE2;2014;18.9
ED0-2;DE2;2015;19.2
ED0-2;DE2;2016;21.1
ED0-2;DE2;2017;19.3
ED0-2;DE2;2018;18
ED0-2;DE2;2019;17.4
ED0-2;DE3;2005;28.3
ED0-2;DE3;2006;27.6
ED0-2;DE3;2007;25.7
ED0-2;DE3;2008;25
ED0-2;DE3;2009;25
ED0-2;DE3;2010;24.4
ED0-2;DE3;2011;21.2
ED0-2;DE3;2012;21.3
ED0-2;DE3;2013;21.5
ED0-2;DE3;2014;22.3
ED0-2;DE3;2015;22.7
ED0-2;DE3;2016;23.7
ED0-2;DE3;2017;23.2
ED0-2;DE3;2018;23.2
ED0-2;DE3;2019;22.9
ED0-2;DEC;2005;31.2
ED0-2;DEC;2006;28.4
ED0-2;DEC;2007;27.9
ED0-2;DEC;2008;24.7
ED0-2;DEC;2009;23.3
ED0-2;DEC;2010;22.7
ED0-2;DEC;2011;20.8
ED0-2;DEC;2012;20.8
ED0-2;DEC;2013;20.6
ED0-2;DEC;2014;23.4
ED0-2;DEC;2015;22.6
ED0-2;DEC;2016;21.6
ED0-2;DEC;2017;21.8
ED0-2;DEC;2018;21.2
ED0-2;DEC;2019;21.3
ED0-2;DEC0;2005;31.2
ED0-2;DEC0;2006;28.4
ED0-2;DEC0;2007;27.9
ED0-2;DEC0;2008;24.7
ED0-2;DEC0;2009;23.3
ED0-2;DEC0;2010;22.7
ED0-2;DEC0;2011;20.8
ED0-2;DEC0;2012;20.8
ED0-2;DEC0;2013;20.6
ED0-2;DEC0;2014;23.4
ED0-2;DEC0;2015;22.6
ED0-2;DEC0;2016;21.6
ED0-2;DEC0;2017;21.8
ED0-2;DEC0;2018;21.2
ED0-2;DEC0;2019;21.3
ED0-2;DED;2005;14.2
ED0-2;DED;2006;13.9
ED0-2;DED;2007;12.7
ED0-2;DED;2008;11.7
ED0-2;DED;2009;10.9
ED0-2;DED;2010;9.4
ED0-2;DED;2011;7.7
ED0-2;DED;2012;7.5
ED0-2;DED;2013;7.3
ED0-2;DED;2014;9.4
ED0-2;DED;2015;9.8
ED0-2;DED;2016;10.4
ED0-2;DED;2017;11.1
ED0-2;DED;2018;11.3
ED0-2;DED;2019;11.8
ED0-2;DED2;2005;15.3
ED0-2;DED2;2006;14.4
ED0-2;DED2;2007;13.4
ED0-2;DED2;2008;12.1
ED0-2;DED2;2009;11
ED0-2;DED2;2010;9.5
ED0-2;DED2;2011;7.8
ED0-2;DED2;2012;7.4
ED0-2;DED2;2013;7.2
ED0-2;DED2;2014;9.6
ED0-2;DED2;2015;9
ED0-2;DED2;2016;10.4
ED0-2;DED2;2017;11.1
ED0-2;DED2;2018;11
ED0-2;DED2;2019;11.2
ED0-2;DED4;2005;12.7
ED0-2;DED4;2006;12.7
ED0-2;DED4;2007;11.7
ED0-2;DED4;2008;10.3
ED0-2;DED4;2009;9.7
ED0-2;DED4;2010;8.8
ED0-2;DED4;2011;7
ED0-2;DED4;2012;6.7
ED0-2;DED4;2013;6.6
ED0-2;DED4;2014;8.8
ED0-2;DED4;2015;10.2
ED0-2;DED4;2016;9.7
ED0-2;DED4;2017;10.7
ED0-2;DED4;2018;11.1
ED0-2;DED4;2019;11.8
ED0-2;DED5;2005;14.8
ED0-2;DED5;2006;14.7
ED0-2;DED5;2007;13.4
ED0-2;DED5;2008;13.4
ED0-2;DED5;2009;12.4
ED0-2;DED5;2010;9.9
ED0-2;DED5;2011;8.6
ED0-2;DED5;2012;8.6
ED0-2;DED5;2013;8.4
ED0-2;DED5;2014;10
ED0-2;DED5;2015;10.5
ED0-2;DED5;2016;11.2
ED0-2;DED5;2017;11.6
ED0-2;DED5;2018;11.9
ED0-2;DED5;2019;12.8
ED0-2;DEE;2005;20
ED0-2;DEE;2006;19.5
ED0-2;DEE;2007;17.5
ED0-2;DEE;2008;15.3
ED0-2;DEE;2009;13.7
ED0-2;DEE;2010;12.1
ED0-2;DEE;2011;9.8
ED0-2;DEE;2012;9.9
ED0-2;DEE;2013;10.2
ED0-2;DEE;2014;11.4
ED0-2;DEE;2015;12.4
ED0-2;DEE;2016;12.7
ED0-2;DEE;2017;14
ED0-2;DEE;2018;13.6
ED0-2;DEE;2019;14.7
ED0-2;DEE0;2005;20
ED0-2;DEE0;2006;19.5
ED0-2;DEE0;2007;17.5
ED0-2;DEE0;2008;15.3
ED0-2;DEE0;2009;13.7
ED0-2;DEE0;2010;12.1
ED0-2;DEE0;2011;9.8
ED0-2;DEE0;2012;9.9
ED0-2;DEE0;2013;10.2
ED0-2;DEE0;2014;11.4
ED0-2;DEE0;2015;12.4
ED0-2;DEE0;2016;12.7
ED0-2;DEE0;2017;14
ED0-2;DEE0;2018;13.6
ED0-2;DEE0;2019;14.7
ED0-2;DEF;2005;23.4
ED0-2;DEF;2006;23.7
ED0-2;DEF;2007;23.7
ED0-2;DEF;2008;22
ED0-2;DEF;2009;22.5
ED0-2;DEF;2010;21.6
ED0-2;DEF;2011;18.1
ED0-2;DEF;2012;18.3
ED0-2;DEF;2013;17.6
ED0-2;DEF;2014;20.1
ED0-2;DEF;2015;19.8
ED0-2;DEF;2016;20.2
ED0-2;DEF;2017;19.8
ED0-2;DEF;2018;20
ED0-2;DEF;2019;19.4
ED0-2;DEF0;2005;23.4
ED0-2;DEF0;2006;23.7
ED0-2;DEF0;2007;23.7
ED0-2;DEF0;2008;22
ED0-2;DEF0;2009;22.5
ED0-2;DEF0;2010;21.6
ED0-2;DEF0;2011;18.1
