Year;Country;Genre;ISCED11;Percentage;Employment Rate
2013;PL;M;ED3_4;64.7;72.1
2013;PT;F;ED3_4;23.4;62.3
2013;PT;M;ED3_4;22.6;68.7
2013;RO;F;ED3_4;53.9;56.5
2013;RO;M;ED3_4;60.8;72.8
2013;SE;F;ED3_4;41.3;77.2
2013;SE;M;ED3_4;49.9;82.2
2013;SI;F;ED3_4;51.7;63
2013;SI;M;ED3_4;62.3;71.2
2013;SK;F;ED3_4;64.2;57.8
2013;SK;M;ED3_4;70.9;72.2
2014;AT;F;ED3_4;50.1;70.1
2014;AT;M;ED3_4;54.7;78.3
2014;BE;F;ED3_4;36.2;62.9
2014;BE;M;ED3_4;39.4;71.6
2014;BG;F;ED3_4;49;62
2014;BG;M;ED3_4;58.4;68.1
2014;CY;F;ED3_4;34.3;63.9
2014;CY;M;ED3_4;41.1;71.6
2014;CZ;F;ED3_4;66;64.7
2014;CZ;M;ED3_4;71;82.2
2014;DE;F;ED3_4;58.7;73.1
2014;DE;M;ED3_4;55.6;82.2
2014;DK;F;ED3_4;39.4;71
2014;DK;M;ED3_4;44.3;78.4
2014;EE;F;ED3_4;46;70.6
2014;EE;M;ED3_4;53.5;78.3
2014;EL;F;ED3_4;43.2;44.3
2014;EL;M;ED3_4;41.3;62.6
2014;ES;F;ED3_4;24;54.8
2014;ES;M;ED3_4;23.7;65
2014;FI;F;ED3_4;42.1;72.1
2014;FI;M;ED3_4;48.3;74
2014;FR;F;ED3_4;41.1;65.6
2014;FR;M;ED3_4;46.5;73.1
2014;HR;F;ED3_4;56.2;54.2
2014;HR;M;ED3_4;64.8;64.2
2014;HU;F;ED3_4;53.7;60.2
2014;HU;M;ED3_4;61.8;73.5
2014;IE;F;ED3_4;37.1;62.3
2014;IE;M;ED3_4;39.1;74.1
2014;IT;F;ED3_4;42.6;50.3
2014;IT;M;ED3_4;42.8;69.7
2014;LT;F;ED3_4;50.6;70.6
2014;LT;M;ED3_4;58.3;73.1
2014;LU;F;ED3_4;35.3;65.5
2014;LU;M;ED3_4;35.8;78.4
2014;LV;F;ED3_4;53.5;68.5
2014;LV;M;ED3_4;60.7;73.1
2014;MT;F;ED3_4;27.7;54.3
2014;MT;M;ED3_4;29;81.1
2014;NL;F;ED3_4;40.8;69.7
2014;NL;M;ED3_4;42;81.1
2014;PL;F;ED3_4;57;59.4
2014;PL;M;ED3_4;64.4;73.6
2014;PT;F;ED3_4;24;64.2
2014;PT;M;ED3_4;23.9;71.3
2014;RO;F;ED3_4;51.9;57.3
2014;RO;M;ED3_4;57.3;74
2014;SE;F;ED3_4;40.5;77.6
2014;SE;M;ED3_4;49.4;82.2
2014;SI;F;ED3_4;50.5;63.6
2014;SI;M;ED3_4;62.2;71.6
2014;SK;F;ED3_4;63.4;58.6
2014;SK;M;ED3_4;69.9;73.2
2015;AT;F;ED3_4;49.8;70.2
2015;AT;M;ED3_4;54.8;78.4
2015;BE;F;ED3_4;36.8;63
2015;BE;M;ED3_4;40.6;71.3
2015;BG;F;ED3_4;48.9;63.8
2015;BG;M;ED3_4;58.4;70.4
2015;CY;F;ED3_4;34.9;64
2015;CY;M;ED3_4;41.6;72.3
2015;CZ;F;ED3_4;65;66.4
2015;CZ;M;ED3_4;70.5;83
2015;DE;F;ED3_4;57.9;73.6
2015;DE;M;ED3_4;54.9;82.3
2015;DK;F;ED3_4;39.1;71.5
2015;DK;M;ED3_4;44.6;79.3
2015;EE;F;ED3_4;44.3;72.6
2015;EE;M;ED3_4;54.8;80.5
2015;EL;F;ED3_4;43.3;46
2015;EL;M;ED3_4;42.8;64
2015;ES;F;ED3_4;24.5;56.4
2015;ES;M;ED3_4;24.3;67.6
2015;FI;F;ED3_4;41.9;71.8
2015;FI;M;ED3_4;48.6;73.9
2015;FR;F;ED3_4;41;66
2015;FR;M;ED3_4;46.3;73.2
2015;HR;F;ED3_4;54.8;55.9
2015;HR;M;ED3_4;65;65.4
2015;HU;F;ED3_4;53.1;62.1
2015;HU;M;ED3_4;61.3;75.8
2015;IE;F;ED3_4;36.1;63.8
2015;IE;M;ED3_4;39;76.1
2015;IT;F;ED3_4;42.5;50.6
2015;IT;M;ED3_4;42.8;70.6
2015;LT;F;ED3_4;48.7;72.2
2015;LT;M;ED3_4;57.6;74.6
2015;LU;F;ED3_4;34.5;65
2015;LU;M;ED3_4;34.5;76.7
2015;LV;F;ED3_4;51.6;70.5
2015;LV;M;ED3_4;61.4;74.6
2015;MT;F;ED3_4;29;55.3
2015;MT;M;ED3_4;30.4;82.1
2015;NL;F;ED3_4;40.8;70.8
2015;NL;M;ED3_4;41.4;81.9
2015;PL;F;ED3_4;56.3;60.9
2015;PL;M;ED3_4;64.3;74.7
2015;PT;F;ED3_4;24.5;65.9
2015;PT;M;ED3_4;25.3;72.6
2015;RO;F;ED3_4;52.8;57.2
2015;RO;M;ED3_4;58.3;74.7
2015;SE;F;ED3_4;39.5;78.3
2015;SE;M;ED3_4;49.2;82.5
2015;SI;F;ED3_4;49.5;64.7
2015;SI;M;ED3_4;62.1;73.3
2015;SK;F;ED3_4;62.9;60.3
2015;SK;M;ED3_4;70.2;75
2016;AT;F;ED3_4;48.9;70.9
2016;AT;M;ED3_4;54;78.7
2016;BE;F;ED3_4;36.4;63
2016;BE;M;ED3_4;40.8;72.3
2016;BG;F;ED3_4;48.8;64
2016;BG;M;ED3_4;58.5;71.3
2016;CY;F;ED3_4;34.7;64.1
2016;CY;M;ED3_4;42.3;73.8
2016;CZ;F;ED3_4;64.6;68.6
2016;CZ;M;ED3_4;69.4;84.6
2016;DE;F;ED3_4;57.4;74.5
2016;DE;M;ED3_4;54.1;82.7
2016;DK;F;ED3_4;39.5;72.5
2016;DK;M;ED3_4;43.9;79.4
2016;EE;F;ED3_4;44.4;72.6
2016;EE;M;ED3_4;54.2;80.8
2016;EL;F;ED3_4;43.1;46.8
2016;EL;M;ED3_4;43.9;65.8
2016;ES;F;ED3_4;24.9;58.1
2016;ES;M;ED3_4;24.6;69.6
2016;FI;F;ED3_4;41.7;71.7
2016;FI;M;ED3_4;49.3;75
2016;FR;F;ED3_4;41.3;66.4
2016;FR;M;ED3_4;46;73.8
2016;HR;F;ED3_4;54.6;56.6
2016;HR;M;ED3_4;64.3;66.2
2016;HU;F;ED3_4;53.4;64.6
2016;HU;M;ED3_4;62;78.6
2016;IE;F;ED3_4;36.3;65.4
2016;IE;M;ED3_4;38.8;77.5
2016;IT;F;ED3_4;42.6;51.6
2016;IT;M;ED3_4;42.9;71.7
2016;LT;F;ED3_4;48.6;74.3
2016;LT;M;ED3_4;58.7;76.2
2016;LU;F;ED3_4;35;65.1
2016;LU;M;ED3_4;35.8;76.1
2016;LV;F;ED3_4;50.4;71.8
2016;LV;M;ED3_4;61.2;74.7
2016;MT;F;ED3_4;31.6;58
2016;MT;M;ED3_4;31.9;83.5
2016;NL;F;ED3_4;40.7;71.6
2016;NL;M;ED3_4;41.4;82.6
2016;PL;F;ED3_4;55.9;62.2
2016;PL;M;ED3_4;64.5;76.4
2016;PT;F;ED3_4;25.3;67.4
2016;PT;M;ED3_4;26;74.2
2016;RO;F;ED3_4;54.2;57.4
2016;RO;M;ED3_4;59.5;75
2016;SE;F;ED3_4;38.4;79.2
2016;SE;M;ED3_4;48.7;83
2016;SI;F;ED3_4;48.7;66.7
2016;SI;M;ED3_4;62.2;73.3
2016;SK;F;ED3_4;62.2;62.7
2016;SK;M;ED3_4;69.8;76.9
2017;AT;F;ED3_4;48.6;71.4
2017;AT;M;ED3_4;53.3;79.4
2017;BE;F;ED3_4;35;63.6
2017;BE;M;ED3_4;39.3;73.4
2017;BG;F;ED3_4;49;67.3
2017;BG;M;ED3_4;59.1;75.3
2017;CY;F;ED3_4;34.9;66.2
2017;CY;M;ED3_4;43.3;75.7
2017;CZ;F;ED3_4;63.7;70.5
2017;CZ;M;ED3_4;69.2;86.3
2017;DE;F;ED3_4;57.2;75.2
2017;DE;M;ED3_4;53.8;83.1
2017;DK;F;ED3_4;39;73.2
2017;DK;M;ED3_4;43.3;79.9
2017;EE;F;ED3_4;43.3;75.1
2017;EE;M;ED3_4;53.7;82.4
2017;EL;F;ED3_4;42.9;48
2017;EL;M;ED3_4;44.3;67.7
2017;ES;F;ED3_4;25.2;59.6
2017;ES;M;ED3_4;24.7;71.5
2017;FI;F;ED3_4;41.3;72.4
2017;FI;M;ED3_4;49;75.9
2017;FR;F;ED3_4;41;66.8
2017;FR;M;ED3_4;45.8;74.6
2017;HR;F;ED3_4;54.9;58.3
2017;HR;M;ED3_4;64.2;68.9
2017;HU;F;ED3_4;53.8;65.7
2017;HU;M;ED3_4;62.4;81
2017;IE;F;ED3_4;37;67
2017;IE;M;ED3_4;38.5;79.1
2017;IT;F;ED3_4;42.2;52.5
2017;IT;M;ED3_4;43;72.3
2017;LT;F;ED3_4;48.4;75.5
2017;LT;M;ED3_4;58.2;76.5
2017;LU;F;ED3_4;34.4;67.5
2017;LU;M;ED3_4;36.4;75.4
2017;LV;F;ED3_4;50.1;72.7
2017;LV;M;ED3_4;59.7;77
2017;MT;F;ED3_4;32.4;60.6
2017;MT;M;ED3_4;32.3;84.7
2017;NL;F;ED3_4;40.9;72.8
2017;NL;M;ED3_4;41.7;83.3
2017;PL;F;ED3_4;55.3;63.6
2017;PL;M;ED3_4;64.3;78.2
2017;PT;F;ED3_4;26.4;69.8
2017;PT;M;ED3_4;26.8;77.3
2017;RO;F;ED3_4;55.1;60.2
2017;RO;M;ED3_4;60.3;77.3
2017;SE;F;ED3_4;37.8;79.8
2017;SE;M;ED3_4;47.8;83.8
2017;SI;F;ED3_4;47.7;69.7
2017;SI;M;ED3_4;61.2;76.9
2017;SK;F;ED3_4;60.4;64.7
2017;SK;M;ED3_4;68.6;77.5
2018;AT;F;ED3_4;49.1;71.7
2018;AT;M;ED3_4;53;80.7
2018;BE;F;ED3_4;35.2;65.5
2018;BE;M;ED3_4;40.2;73.9
2018;BG;F;ED3_4;48.9;68.3
2018;BG;M;ED3_4;58.3;76.5
2018;CY;F;ED3_4;35;68.9
2018;CY;M;ED3_4;42.6;79.3
2018;CZ;F;ED3_4;63.4;72.2
2018;CZ;M;ED3_4;68.9;87.4
2018;DE;F;ED3_4;56.8;75.8
2018;DE;M;ED3_4;53.6;83.9
2018;DK;F;ED3_4;38.7;73.9
2018;DK;M;ED3_4;43.2;80.9
2018;EE;F;ED3_4;41.8;75.6
2018;EE;M;ED3_4;52.9;83.4
2018;EL;F;ED3_4;43;49.1
2018;EL;M;ED3_4;44.3;70.1
2018;ES;F;ED3_4;25.7;61
2018;ES;M;ED3_4;24.6;73.1
2018;FI;F;ED3_4;40.9;74.5
2018;FI;M;ED3_4;49.1;78.2
2018;FR;F;ED3_4;40.4;67.6
2018;FR;M;ED3_4;45.3;75.2
2018;HR;F;ED3_4;54.8;60.1
2018;HR;M;ED3_4;63.8;70.3
2018;HU;F;ED3_4;53.9;66.8
2018;HU;M;ED3_4;62.3;82.1
2018;IE;F;ED3_4;36.8;68.1
2018;IE;M;ED3_4;39.3;80.3
2018;IT;F;ED3_4;42.1;53.1
2018;IT;M;ED3_4;43.1;72.9
2018;LT;F;ED3_4;47.3;76.7
2018;LT;M;ED3_4;57.5;79
2018;LU;F;ED3_4;33.3;68
2018;LU;M;ED3_4;34.9;76
2018;LV;F;ED3_4;49.9;74.8
2018;LV;M;ED3_4;59.7;79
2018;MT;F;ED3_4;31.2;64.1
2018;MT;M;ED3_4;33.6;86
2018;NL;F;ED3_4;40.4;74.2
2018;NL;M;ED3_4;41.5;84.3
2018;PL;F;ED3_4;54.6;65
2018;PL;M;ED3_4;64;79.4
2018;PT;F;ED3_4;27.4;72.1
2018;PT;M;ED3_4;27.8;78.9
2018;RO;F;ED3_4;55.7;60.6
2018;RO;M;ED3_4;60.7;78.9
2018;SE;F;ED3_4;37.1;80.2
2018;SE;M;ED3_4;46.6;84.4
2018;SI;F;ED3_4;48.7;71.7
2018;SI;M;ED3_4;60.7;79
2018;SK;F;ED3_4;59.4;65.5
2018;SK;M;ED3_4;67.7;79.2
2019;AT;F;ED3_4;48.3;72.4
2019;AT;M;ED3_4;52;81.2
2019;BE;F;ED3_4;35.9;66.5
2019;BE;M;ED3_4;40.3;74.5
2019;BG;F;ED3_4;48.6;70.7
2019;BG;M;ED3_4;58.2;79.3
2019;CY;F;ED3_4;34.5;70.1
2019;CY;M;ED3_4;42.8;81.7
2019;CZ;F;ED3_4;63.5;72.7
2019;CZ;M;ED3_4;68.6;87.7
2019;DE;F;ED3_4;56.1;76.6
2019;DE;M;ED3_4;52.9;84.6
2019;DK;F;ED3_4;38.4;74.7
2019;DK;M;ED3_4;43.1;81.9
2019;EE;F;ED3_4;41.4;76.3
2019;EE;M;ED3_4;54.1;84
2019;EL;F;ED3_4;44.4;51.3
2019;EL;M;ED3_4;48.3;71.3
2019;ES;F;ED3_4;25.8;62.1
2019;ES;M;ED3_4;24.7;74
2019;FI;F;ED3_4;40.2;75.8
2019;FI;M;ED3_4;48.8;78.5
2019;FR;F;ED3_4;40.7;68.1
2019;FR;M;ED3_4;45.1;75.2
2019;HR;F;ED3_4;54.4;61.5
2019;HR;M;ED3_4;65.3;72
2019;HU;F;ED3_4;52.8;67.6
2019;HU;M;ED3_4;62.4;83.1
2019;IE;F;ED3_4;37.2;69
2019;IE;M;ED3_4;39.4;81.4
2019;IT;F;ED3_4;42.4;53.8
2019;IT;M;ED3_4;43.1;73.4
2019;LT;F;ED3_4;45.8;77.4
2019;LT;M;ED3_4;56.3;79
2019;LU;F;ED3_4;30.6;68.1
2019;LU;M;ED3_4;33.9;77.2
2019;LV;F;ED3_4;49;75.5
2019;LV;M;ED3_4;58.8;79.3
2019;MT;F;ED3_4;30.5;65.8
2019;MT;M;ED3_4;33.5;86.5
2019;NL;F;ED3_4;39.4;75.5
2019;NL;M;ED3_4;40.1;84.8
2019;PL;F;ED3_4;53.9;65.3
2019;PL;M;ED3_4;63;80.7
2019;PT;F;ED3_4;28.4;72.7
2019;PT;M;ED3_4;29;79.9
2019;RO;F;ED3_4;56.4;61.3
2019;RO;M;ED3_4;61.3;80.3
2019;SE;F;ED3_4;36.4;79.7
2019;SE;M;ED3_4;46.2;84.4
2019;SI;F;ED3_4;48.5;72.9
2019;SI;M;ED3_4;60.9;79.7
2019;SK;F;ED3_4;57.9;66.9
2019;SK;M;ED3_4;66.7;79.9
